Overhead1,Overhead2,Command,Object,Symbol,Layer,Layer2,Layer3,PSCP of 4Mbps -PSCP of 0Mbps,PSCP of 4Mbps - PSCP of 0Mbps,,CPU of 4Mbps:(all)72.26%,CPU with 4Mbps,CPU with 0Mbps (all)176.21%,CPU of 0Mbps,CPU1-CPU2
0.02%,0%,thread_FH,[kernel.kallsyms],__kmalloc_node_track_caller,PHY,LOW PHY,,0.0%
0.02%,0%,thread_FH,[kernel.kallsyms],ip_send_check,PHY,LOW PHY,,0.0%
0.02%,0.02%,thread_FH,[kernel.kallsyms],ep_poll,PHY,LOW PHY,,0.0%
0.02%,0.03%,thread_FH,[kernel.kallsyms],fput_many,PHY,LOW PHY,,,-0.009999999999999998%
0.02%,0%,thread_FH,[unknown],0xfffffe0000037032,PHY,LOW PHY,,-0.009999999999999998%
0.02%,0.04%,Tpool2_-1,libldpc.so,nrLDPC_cnProc_BG2,PHY,HIGH PHY,LDPC,,-0.02%
0.02%,0%,Tpool2_-1,libdfts.so,idft256,PHY,LOW PHY,DFT,-0.02%
0.02%,0%,Tpool0_-1,nr-softmodem,gNB_dlsch_ulsch_scheduler,MAC,,,-0.02%
0.02%,0%,Tpool3_-1,libdfts.so,idft64,PHY,LOW PHY,DFT,-0.02%
0.02%,0%,Tpool3_-1,nr-softmodem,nr_ulsch_extract_rbs_single,PHY,HIGH PHY,,-0.02%
0.02%,0.04%,Tpool0_-1,nr-softmodem,nr_deinterleaving_ldpc,PHY,HIGH PHY,LDPC,,-0.02%
0.02%,0%,Tpool3_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,,-0.02%
0.02%,0%,Tpool1_-1,nr-softmodem,mac_rlc_status_ind,RLC,,,-0.02%
0.02%,0%,Tpool2_-1,nr-softmodem,nr_rate_matching_ldpc_rx,PHY,HIGH PHY,LDPC,-0.02%
0.02%,0%,Tpool0_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,,-0.02%
0.02%,0%,Tpool3_-1,libldpc.so,nrLDPC_bnProcPc,PHY,HIGH PHY,LDPC,-0.02%
0.02%,0%,TASK_RRC_GNB,[kernel.kallsyms],idle_cpu,RRC,,,-0.02%
0.02%,0%,feptx,[kernel.kallsyms],x86_pmu_enable,PHY,LOW PHY,,-0.02%
0.02%,0%,Tpool0_-1,libdfts.so,idft1024,PHY,LOW PHY,DFT,-0.02%
0.02%,0%,feprx,[kernel.kallsyms],update_curr_rt,PHY,LOW PHY,,-0.02%
0.02%,0%,TASK_RRC_GNB,[kernel.kallsyms],__rcu_read_unlock,RRC,,,-0.02%
0.02%,0%,feprx,libpthread-2.27.so,__pthread_mutex_lock,PHY,LOW PHY,,-0.02%
0.02%,0.05%,feptx,[kernel.kallsyms],futex_wait,PHY,LOW PHY,,,-0.030000000000000002%
0.02%,0%,Tpool3_-1,nr-softmodem,mac_rlc_status_ind,RLC,,,-0.030000000000000002%
0.01%,0%,Tpool2_-1,nr-softmodem,dB_fixed_times10,PHY,LOW PHY,,-0.030000000000000002%
0.01%,0%,feptx,[kernel.kallsyms],futex_wait_queue_me,PHY,LOW PHY,,-0.030000000000000002%
0.01%,0%,Tpool2_-1,nr-softmodem,NR_UL_indication,MAC,,,-0.030000000000000002%
0.01%,0%,Tpool2_-1,libldpc.so,nrLDPC_encod,PHY,HIGH PHY,LDPC,-0.030000000000000002%
0.01%,0%,feprx,[kernel.kallsyms],try_to_wake_up,PHY,LOW PHY,,-0.030000000000000002%
0.01%,0%,feprx,[kernel.kallsyms],__sched_text_start,PHY,LOW PHY,,-0.030000000000000002%
0.01%,0%,Tpool2_-1,nr-softmodem,nr_slot_select,PHY,LOW PHY,,-0.030000000000000002%
0.01%,0%,Tpool1_-1,nr-softmodem,nr_fr1_dlsch_preprocessor,MAC,,,-0.030000000000000002%
